Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Wed Jan 26 09:12:20 EST 2022,TokenCountingMapper.java,1643206340790,84694,0,(F)1(I)2(R)1(I)3(F)1,0.625,0.0,0.0,25.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.023809523809523808,0.0,0.011904761904761904,0.05952380952380952,0.0,[]
,/modelData/A0UserStudy2010.arff,Wed Jan 26 09:12:20 EST 2022,TokenCountingMapper.java, 1643206340790
2,,Wed Jan 26 09:13:45 EST 2022,TokenCountingMapper.java,1643206425484,45307,0,(F)2(D)1(F)3,0.0,16.666666666666664,0.0,83.33333333333334,0.0,0.0,0.13333333333333333,0.0,0.022222222222222223,0.1111111111111111,0.0,0.0,0.0,0.0,[]
3,,Wed Jan 26 09:14:30 EST 2022,TokenCountingMapper.java,1643206470896,142277,0,(F)1(I)2(F)1,0.5,0.0,0.0,50.0,0.0,0.0,0.028169014084507043,0.0,0.0,0.014084507042253521,0.0,0.0,0.014084507042253521,4.0,[1643206556115 76 COMP 533 (1 unread) https://piazza.com/class/kxx594eo8fl3y2, 1643206556394 3 COMP 533 (2 unread) https://piazza.com/class/kxx594eo8fl3y2?cid=57, 1643206554836 1  https://piazza.com/class?cid=kyuml80fgkq4dg&nid=kxx594eo8fl3y2&token=xGyb5mLa6fs]
4,,Wed Jan 26 09:16:53 EST 2022,A1Tests.java,1643206613173,29660,0,(F)1(I)2(R)3(I)4(F)2,0.5,0.0,0.0,25.0,0.0,0.0,0.41379310344827586,0.0,0.0,0.10344827586206896,0.0,0.10344827586206896,0.20689655172413793,0.0,[]
5,,Wed Jan 26 09:17:32 EST 2022,TokenCountingMapper.java,1643206652580,417507,0,(D)1(F)4(I)2,0.2857142857142857,14.285714285714285,0.0,57.14285714285714,0.0,0.0,0.016786570743405275,0.0,0.002398081534772182,0.009592326139088728,0.0,0.0,0.004796163069544364,30.0,[1643207031409 77 COMP 533 (1 unread) https://piazza.com/class/kxx594eo8fl3y2, 1643207031766 4 COMP 533 (2 unread) https://piazza.com/class/kxx594eo8fl3y2?cid=57, 1643207030721 1  https://piazza.com/class?cid=kyuml80fgkq4dg&nid=kxx594eo8fl3y2&token=xGyb5mLa6fs&fid=kyvmvp67a035u6]
6,,Wed Jan 26 09:24:30 EST 2022,TokenCountingMapper.java,1643207070087,15685,0,(I)2(R)1(I)5(R)4(D)1(F)1,0.5,7.142857142857142,0.0,7.142857142857142,0.0,0.0,0.9333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.0,0.3333333333333333,0.4666666666666667,0.0,[]
7,,Wed Jan 26 09:24:48 EST 2022,Controller.java,1643207088224,66260,0,(F)1(R)1(I)3(R)1(I)2(R)1(I)1,0.6,0.0,0.0,10.0,0.0,0.0,0.15151515151515152,0.0,0.0,0.015151515151515152,0.0,0.045454545454545456,0.09090909090909091,0.0,[]
8,,Wed Jan 26 09:25:55 EST 2022,TokenCountingMapper.java,1643207155210,34298,0,(I)3(R)5(I)2(R)1(I)1(F)1,0.46153846153846156,0.0,0.0,7.6923076923076925,0.0,0.0,0.38235294117647056,0.0,0.0,0.029411764705882353,0.0,0.17647058823529413,0.17647058823529413,0.0,[]
9,,Wed Jan 26 09:26:29 EST 2022,IntSummingMapper.java,1643207189508,21380,0,(F)1(I)4(R)1(I)1(R)1(I)5,0.7692307692307693,0.0,0.0,7.6923076923076925,0.0,0.0,0.6190476190476191,0.0,0.0,0.047619047619047616,0.0,0.09523809523809523,0.47619047619047616,0.0,[]
10,,Wed Jan 26 09:26:50 EST 2022,IntSummingMapperInterface.java,1643207210969,21238,0,(I)1(R)4(I)1(R)1(I)4,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.5238095238095238,0.0,0.0,0.0,0.0,0.23809523809523808,0.2857142857142857,0.0,[]
11,,Wed Jan 26 09:27:18 EST 2022,TokenCountingMapper.java,1643207238765,39999,0,(I)9,1.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,[]
12,,Wed Jan 26 09:27:59 EST 2022,TokenCountingMapper.java,1643207279219,23386,0,(R)2(I)1(R)1(I)9(F)2,0.6666666666666666,0.0,0.0,13.333333333333334,0.0,0.0,0.6521739130434783,0.0,0.0,0.08695652173913043,0.0,0.13043478260869565,0.43478260869565216,0.0,[]
13,,Wed Jan 26 09:28:22 EST 2022,TokenCountingMapper.java,1643207302750,34820,0,(D)1(F)2(I)2(R)2,0.2857142857142857,14.285714285714285,0.0,28.57142857142857,0.0,0.0,0.20588235294117646,0.0,0.029411764705882353,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.0,[]
14,,Wed Jan 26 09:28:57 EST 2022,TokenCountingMapper.java,1643207337745,14366,0,(R)2(I)4(R)3(I)3,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.35714285714285715,0.5,0.0,[]
15,,Wed Jan 26 09:29:12 EST 2022,TokenCountingMapper.java,1643207352111,23783,0,(D)1(F)1,0.0,50.0,0.0,50.0,0.0,0.0,0.08695652173913043,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,[]
16,,Wed Jan 26 09:29:37 EST 2022,TokenCountingMapper.java,1643207377944,10201553,0,(F)5,0.0,0.0,0.0,100.0,0.0,0.0,4.901480247034605E-4,0.0,0.0,4.901480247034605E-4,0.0,0.0,0.0,30.0,[]
