#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested,SessionNumber,SessionRunNumber,IsSuite,SuiteTests,PrerequisiteTests,ExtraCreditTests,TestScores,FailFromPreReq,
0,Mon Mar 28 08:52:27 EDT 2022,0,0,A5SpecificStyleSuite, , ,A5ExpectedCalls+ A5ExpectedInterfaces+ A5ExpectedSignatures+ A5ProjectOrganization+ A5SpuriousCalls+ A5TaggedClassesDefined+ ,A5AccessModifiersMatched A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMIStaticArguments GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic ,0,0,true,A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5ProjectOrganization A5SpuriousCalls A5TaggedClassesDefined , ,A5ProjectOrganization ,A5ExpectedCalls-(0.0/20.0) A5ExpectedInterfaces-(0.0/5.0) A5ExpectedSignatures-(0.0/5.0) A5ProjectOrganization-(0.0/10.0) A5SpuriousCalls-(0.0/20.0) A5TaggedClassesDefined-(0.0/10.0) , ,
1,Mon Mar 28 08:52:35 EDT 2022,0,0,A5SpecificStyleSuite, , ,A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5ProjectOrganization A5SpuriousCalls A5TaggedClassesDefined ,A5AccessModifiersMatched A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMIStaticArguments GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic ,0,1,true,A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5ProjectOrganization A5SpuriousCalls A5TaggedClassesDefined , ,A5ProjectOrganization ,A5ExpectedCalls-(0.0/20.0) A5ExpectedInterfaces-(0.0/5.0) A5ExpectedSignatures-(0.0/5.0) A5ProjectOrganization-(0.0/10.0) A5SpuriousCalls-(0.0/20.0) A5TaggedClassesDefined-(0.0/10.0) , ,
2,Mon Mar 28 08:53:07 EDT 2022,0,0,Assignment5OneClientSuite, , ,A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5ProjectOrganization A5SpuriousCalls A5TaggedClassesDefined GIPCRMIOneClientConnection+ GIPCRMIOneClientReadWriteNonAtomic+ GIPCRMIStaticArguments+ ,A5AccessModifiersMatched A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic ,0,2,true,GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIStaticArguments , , ,GIPCRMIOneClientConnection-(0.0/20.0) GIPCRMIOneClientReadWriteNonAtomic-(0.0/20.0) GIPCRMIStaticArguments-(0.0/20.0) , ,
3,Mon Mar 28 08:53:22 EDT 2022,0,0,Assignment5OneClientSuite, , ,A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5ProjectOrganization A5SpuriousCalls A5TaggedClassesDefined GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIStaticArguments ,A5AccessModifiersMatched A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic ,0,3,true,GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIStaticArguments , , ,GIPCRMIOneClientConnection-(0.0/20.0) GIPCRMIOneClientReadWriteNonAtomic-(0.0/20.0) GIPCRMIStaticArguments-(0.0/20.0) , ,
4,Mon Mar 28 08:53:26 EDT 2022,0,0,Assignment5TwoClientSuite, , ,A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5ProjectOrganization A5SpuriousCalls A5TaggedClassesDefined GIPCRMIClientMetaStateBroadcast+ GIPCRMIClientMetaStateNoBroadcast+ GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast+ GIPCRMIServerMetaStateNoBroadcast+ GIPCRMIStaticArguments GIPCRMITwoClientConnection+ GIPCRMITwoClientReadWriteNonAtomic+ ,A5AccessModifiersMatched A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride ,0,4,true,GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast ,GIPCRMIClientMetaStateBroadcast-(0.0/20.0) GIPCRMIClientMetaStateNoBroadcast-(0.0/20.0) GIPCRMIServerMetaStateBroadcast-(0.0/20.0) GIPCRMIServerMetaStateNoBroadcast-(0.0/20.0) GIPCRMITwoClientConnection-(0.0/20.0) GIPCRMITwoClientReadWriteNonAtomic-(0.0/20.0) , ,
5,Mon Mar 28 08:53:48 EDT 2022,0,0,A5GeneralStyleSuite, , ,A5AccessModifiersMatched+ A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5InterfaceAsType+ A5MnemonicNames+ A5NamedConstants+ A5NoCheckstyleWarnings+ A5ProjectOrganization A5PublicMethodsOverride+ A5SpuriousCalls A5TaggedClassesDefined GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMIStaticArguments GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,0,5,true,A5AccessModifiersMatched A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride , ,A5AccessModifiersMatched A5MnemonicNames A5NoCheckstyleWarnings A5PublicMethodsOverride ,A5AccessModifiersMatched-(0.0/5.0) A5InterfaceAsType-(0.0/10.0) A5MnemonicNames-(0.0/10.0) A5NamedConstants-(0.0/1.0) A5NoCheckstyleWarnings-(0.0/10.0) A5PublicMethodsOverride-(0.0/5.0) , ,
6,Mon Mar 28 08:54:23 EDT 2022,23,23,A5GeneralStyleSuite,A5AccessModifiersMatched+ A5InterfaceAsType+ A5MnemonicNames+ A5NamedConstants+ A5PublicMethodsOverride+ , ,A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5NoCheckstyleWarnings A5ProjectOrganization A5SpuriousCalls A5TaggedClassesDefined GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMIStaticArguments GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,1,0,true,A5AccessModifiersMatched A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride , ,A5AccessModifiersMatched A5MnemonicNames A5NoCheckstyleWarnings A5PublicMethodsOverride ,A5AccessModifiersMatched-(5.0/5.0) A5InterfaceAsType-(10.0/10.0) A5MnemonicNames-(10.0/10.0) A5NamedConstants-(1.0/1.0) A5NoCheckstyleWarnings-(0.0/10.0) A5PublicMethodsOverride-(5.0/5.0) , ,
7,Mon Mar 28 08:54:26 EDT 2022,23,0,A5NoCheckstyleWarnings,A5AccessModifiersMatched A5InterfaceAsType A5MnemonicNames A5NamedConstants A5PublicMethodsOverride , ,A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5NoCheckstyleWarnings A5ProjectOrganization A5SpuriousCalls A5TaggedClassesDefined GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMIStaticArguments GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,1,1,false, , ,A5NoCheckstyleWarnings ,A5NoCheckstyleWarnings-(0.0/10.0) , ,
8,Mon Mar 28 08:54:27 EDT 2022,23,0,A5NoCheckstyleWarnings,A5AccessModifiersMatched A5InterfaceAsType A5MnemonicNames A5NamedConstants A5PublicMethodsOverride , ,A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5NoCheckstyleWarnings A5ProjectOrganization A5SpuriousCalls A5TaggedClassesDefined GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMIStaticArguments GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,1,2,false, , ,A5NoCheckstyleWarnings ,A5NoCheckstyleWarnings-(0.0/10.0) , ,
9,Mon Mar 28 08:54:29 EDT 2022,23,0,A5SpecificStyleSuite,A5AccessModifiersMatched A5InterfaceAsType A5MnemonicNames A5NamedConstants A5PublicMethodsOverride ,A5TaggedClassesDefined+ ,A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5NoCheckstyleWarnings A5ProjectOrganization A5SpuriousCalls GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMIStaticArguments GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,1,3,true,A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5ProjectOrganization A5SpuriousCalls A5TaggedClassesDefined , ,A5ProjectOrganization ,A5ExpectedCalls-(0.0/20.0) A5ExpectedInterfaces-(0.0/5.0) A5ExpectedSignatures-(0.0/5.0) A5ProjectOrganization-(0.0/10.0) A5SpuriousCalls-(0.0/20.0) A5TaggedClassesDefined-(2.5/10.0) , ,
