Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Mon Jan 24 21:53:17 EST 2022,Model.java,1643079197310,58884,0,(I)6(F)2(I)1,0.7777777777777778,0.0,0.0,22.22222222222222,0.0,0.0,0.15517241379310345,0.0,0.0,0.034482758620689655,0.0,0.0,0.1206896551724138,0.0,[]
,/modelData/A0UserStudy2010.arff,Mon Jan 24 21:53:17 EST 2022,Model.java, 1643079197310
2,,Mon Jan 24 21:53:52 EST 2022,ModelInterface.java,1643079232685,116675,0,(I)1(F)2(I)2(F)2(I)3,0.6,0.0,0.0,40.0,0.0,0.0,0.08620689655172414,0.0,0.0,0.034482758620689655,0.0,0.0,0.05172413793103448,0.0,[]
3,,Mon Jan 24 21:55:49 EST 2022,SummingModel.java,1643079349765,17389,0,(I)7(R)1(I)6,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.8235294117647058,0.0,0.0,0.0,0.0,0.058823529411764705,0.7647058823529411,0.0,[]
4,,Mon Jan 24 21:56:07 EST 2022,SummingModel.java,1643079367524,29921,0,(I)8(R)1(I)2(R)1,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.41379310344827586,0.0,0.0,0.0,0.0,0.06896551724137931,0.3448275862068966,0.0,[]
5,,Mon Jan 24 21:56:37 EST 2022,SummingModelInterface.java,1643079397503,35261,0,(R)1(I)11,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.34285714285714286,0.0,0.0,0.0,0.0,0.02857142857142857,0.3142857142857143,0.0,[]
6,,Mon Jan 24 21:57:12 EST 2022,StandAloneIntSumming.java,1643079432764,17159,0,(I)13,1.0,0.0,0.0,0.0,0.0,0.0,0.7647058823529411,0.0,0.0,0.0,0.0,0.0,0.7647058823529411,0.0,[]
7,,Mon Jan 24 21:57:30 EST 2022,SummingModel.java,1643079450142,45568,0,(I)2(R)1(I)2(F)2(I)1(R)1(I)2(R)3,0.5,0.0,0.0,14.285714285714285,0.0,0.0,0.3111111111111111,0.0,0.0,0.044444444444444446,0.0,0.1111111111111111,0.15555555555555556,0.0,[]
8,,Mon Jan 24 21:58:15 EST 2022,ModelInterface.java,1643079495858,10284,0,(R)2(R I)1(R)2(I)4(R)7,0.3125,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,1.2,0.5,0.0,[]
9,,Mon Jan 24 21:58:26 EST 2022,Controller.java,1643079506281,1728,1728,(R)1(I)11,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,[]
10,,Mon Jan 24 21:58:50 EST 2022,ModelInterface.java,1643079530009,30884,0,(I)5(R)2(I)1(R)2(I)4(R I)1(I)1(R)2,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.23333333333333334,0.4,0.0,[]
11,,Mon Jan 24 21:59:22 EST 2022,SummingModel.java,1643079562562,39988,0,(F)2(R)2(I)2(R)2(I)3,0.45454545454545453,0.0,0.0,18.181818181818183,0.0,0.0,0.28205128205128205,0.0,0.0,0.05128205128205128,0.0,0.10256410256410256,0.1282051282051282,0.0,[]
12,,Mon Jan 24 22:00:02 EST 2022,SummingModel.java,1643079602640,19961,0,(I)5(R)1(D)1(F)1,0.625,12.5,0.0,12.5,0.0,0.0,0.42105263157894735,0.0,0.05263157894736842,0.05263157894736842,0.0,0.05263157894736842,0.2631578947368421,0.0,[]
13,,Mon Jan 24 22:00:22 EST 2022,SummingModel.java,1643079622706,51341,0,(F)1(I)2(R)5(I)1(R)3(I)1,0.3076923076923077,0.0,0.0,7.6923076923076925,0.0,0.0,0.2549019607843137,0.0,0.0,0.0196078431372549,0.0,0.1568627450980392,0.0784313725490196,0.0,[]
14,,Mon Jan 24 22:01:14 EST 2022,SummingModel.java,1643079674047,11976,0,(I)1(R)4(R I)1(R)1(I)2(R)4(I)2(R)4(I)1,0.35,0.0,0.0,0.0,0.0,0.0,1.8181818181818181,0.0,0.0,0.0,0.0,1.2727272727272727,0.6363636363636364,0.0,[]
15,,Mon Jan 24 22:01:26 EST 2022,SummingModel.java,1643079686023,-8831,-8831,(D)1(F)2(I)1,0.25,25.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
16,,Mon Jan 24 22:01:19 EST 2022,SummingModel.java,1643079679261,103539,0,(R)1(I)1(R)1(I)1(R)1(I)1(R)1(I)1(R)1(F)2,0.36363636363636365,0.0,0.0,18.181818181818183,0.0,0.0,0.10679611650485436,0.0,0.0,0.019417475728155338,0.0,0.04854368932038835,0.038834951456310676,3.0,[1643079737709 2 java defining common methods in java - Google Search https://www.google.com/search?q=java+defining+common+methods+in+java&rlz=1C1CHBF_enUS939US939&oq=java+defining+common+methods+in+java&aqs=chrome..69i57.3716j0j7&sourceid=chrome&ie=UTF-8, 1643079743686 2 java defining common methods in interface - Google Search https://www.google.com/search?q=java+defining+common+methods+in+interface&rlz=1C1CHBF_enUS939US939&ei=OGjvYdGID6Xr_QbZrJPgAg&oq=java+defining+common+methods+in+javainter&gs_lcp=Cgdnd3Mtd2l6EAEYATIHCCEQChCgATIHCCEQChCgATIHCCEQChCgATIHCCEQChCgAToHCAAQRxCwAzoFCCEQqwJKBAhBGABKBAhGGABQuwNY2Qdg8hVoAXACeACAAXOIAZEEkgEDMS40mAEAoAEByAEIwAEB&sclient=gws-wiz, 1643079746479 1 Common interface method implementation in java - Stack Overflow https://stackoverflow.com/questions/33763811/common-interface-method-implementation-in-java]
17,,Mon Jan 24 22:03:02 EST 2022,ModelInterface.java,1643079782800,74406,0,(I)11(F)2(I)4(R)1,0.8333333333333334,0.0,0.0,11.11111111111111,0.0,0.0,0.24324324324324326,0.0,0.0,0.02702702702702703,0.0,0.013513513513513514,0.20270270270270271,2.0,[1643079826857 3 java defining common methods in interface - Google Search https://www.google.com/search?q=java+defining+common+methods+in+interface&rlz=1C1CHBF_enUS939US939&ei=OGjvYdGID6Xr_QbZrJPgAg&oq=java+defining+common+methods+in+javainter&gs_lcp=Cgdnd3Mtd2l6EAEYATIHCCEQChCgATIHCCEQChCgATIHCCEQChCgATIHCCEQChCgAToHCAAQRxCwAzoFCCEQqwJKBAhBGABKBAhGGABQuwNY2Qdg8hVoAXACeACAAXOIAZEEkgEDMS40mAEAoAEByAEIwAEB&sclient=gws-wiz, 1643079837137 2 java defining method in interface - Google Search https://www.google.com/search?q=java+defining+method+in+interface&rlz=1C1CHBF_enUS939US939&oq=java+defining+method+in+interface&aqs=chrome..69i57.6408j0j9&sourceid=chrome&ie=UTF-8]
18,,Mon Jan 24 22:04:17 EST 2022,ModelInterface.java,1643079857608,30550,0,(R)1(I)2(R)1(I)3(R)4(I)1(R)1(I)3,0.5625,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.23333333333333334,0.3,0.0,[]
19,,Mon Jan 24 22:04:48 EST 2022,SummingModel.java,1643079888164,2324,2324,(R)2(I)1(R)1(R I)1(F)2(I)3(R)1,0.45454545454545453,0.0,0.0,18.181818181818183,0.0,0.0,5.5,0.0,0.0,1.0,0.0,2.5,2.5,0.0,[]
20,,Mon Jan 24 22:05:28 EST 2022,Model.java,1643079928881,22873,0,(I)13,1.0,0.0,0.0,0.0,0.0,0.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.0,0.5909090909090909,0.0,[]
21,,Mon Jan 24 22:05:54 EST 2022,SummingModel.java,1643079954409,35296,0,(D)1(F)2(I)5(R)2,0.5,10.0,0.0,20.0,0.0,0.0,0.2857142857142857,0.0,0.02857142857142857,0.05714285714285714,0.0,0.05714285714285714,0.14285714285714285,0.0,[]
22,,Mon Jan 24 22:06:29 EST 2022,SummingModel.java,1643079989849,60254,0,(R)5(I)1(R)3(I)1(R)2(F)2,0.14285714285714285,0.0,0.0,14.285714285714285,0.0,0.0,0.23333333333333334,0.0,0.0,0.03333333333333333,0.0,0.16666666666666666,0.03333333333333333,2.0,[1643080024881 2 if two classes have the exact same method how to let one inherit the other java - Google Search https://www.google.com/search?q=if+two+classes+have+the+exact+same+method+how+to+let+one+inherit+the+other+java&rlz=1C1CHBF_enUS939US939&oq=if+two+classes+have+the+exact+same+method+how+to+let+one+inherit+the+other+java&aqs=chrome..69i57.13044j0j9&sourceid=chrome&ie=UTF-8, 1643080037951 1 Guide to Inheritance in Java | Baeldung https://www.baeldung.com/java-inheritance]
23,,Mon Jan 24 22:06:43 EST 2022,SummingModel.java,1643080003613,186278,0,(R)1(I)3(F)4,0.375,0.0,0.0,50.0,0.0,0.0,0.043010752688172046,0.0,0.0,0.021505376344086023,0.0,0.005376344086021506,0.016129032258064516,4.0,[1643080024881 2 if two classes have the exact same method how to let one inherit the other java - Google Search https://www.google.com/search?q=if+two+classes+have+the+exact+same+method+how+to+let+one+inherit+the+other+java&rlz=1C1CHBF_enUS939US939&oq=if+two+classes+have+the+exact+same+method+how+to+let+one+inherit+the+other+java&aqs=chrome..69i57.13044j0j9&sourceid=chrome&ie=UTF-8, 1643080037951 1 Guide to Inheritance in Java | Baeldung https://www.baeldung.com/java-inheritance, 1643080151351 1 design patterns - How bad is it to have two methods with the same name but different signatures in two classes? - Software Engineering Stack Exchange https://softwareengineering.stackexchange.com/questions/215263/how-bad-is-it-to-have-two-methods-with-the-same-name-but-different-signatures-in]
24,,Mon Jan 24 22:09:49 EST 2022,SummingModel.java,1643080189891,8191,8191,(I)11(R)2(I)10,0.9130434782608695,0.0,0.0,0.0,0.0,0.0,2.875,0.0,0.0,0.0,0.0,0.25,2.625,0.0,[]
25,,Mon Jan 24 22:09:58 EST 2022,SummingModel.java,1643080198205,16886,0,(I)7(R)2(I)9,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,1.125,0.0,0.0,0.0,0.0,0.125,1.0,0.0,[]
26,,Mon Jan 24 22:10:15 EST 2022,SummingModel.java,1643080215768,19115,0,(I)15(R)3,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.15789473684210525,0.7894736842105263,0.0,[]
27,,Mon Jan 24 22:10:34 EST 2022,SummingModel.java,1643080234883,56928,0,(D)1(F)2(I)1(R)4(I)5,0.46153846153846156,7.6923076923076925,0.0,15.384615384615385,0.0,0.0,0.23214285714285715,0.0,0.017857142857142856,0.03571428571428571,0.0,0.07142857142857142,0.10714285714285714,0.0,[]
28,,Mon Jan 24 22:11:33 EST 2022,SummingModel.java,1643080293681,12579,0,(I)10(F)2(I)9,0.9047619047619048,0.0,0.0,9.523809523809524,0.0,0.0,1.75,0.0,0.0,0.16666666666666666,0.0,0.0,1.5833333333333333,0.0,[]
29,,Mon Jan 24 22:11:46 EST 2022,SummingModel.java,1643080306374,18209,0,(I)5(D)1(F)1,0.7142857142857143,14.285714285714285,0.0,14.285714285714285,0.0,0.0,0.3888888888888889,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.2777777777777778,0.0,[]
30,,Mon Jan 24 22:12:06 EST 2022,SummingModel.java,1643080326131,-26556,-26556,(F)1(I)5(R)1(I)1(R)2(I)6,0.75,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
31,,Mon Jan 24 22:11:44 EST 2022,SummingModel.java,1643080304022,72835,0,(R)1(I)1(R)2(I)1(R)2(I)1(R)5(I)3,0.375,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.1388888888888889,0.08333333333333333,0.0,[]
