0,Thu Jan 13 20:23:32 EST 2022,true,greeting\cls.java,nameNotInDictionary,greeting.cls,cls
0,Thu Jan 13 20:23:32 EST 2022,true,greeting\cls.java,minimumVowelInNameCheck,greeting.cls,cls,1
0,Thu Jan 13 20:23:32 EST 2022,true,greeting\cls.java,nameInDictionary,greeting.cls,greeting
0,Thu Jan 13 20:23:32 EST 2022,true,greeting\cls.java,classDefined,@GreetingMain
0,Thu Jan 13 20:23:32 EST 2022,true,greeting\cls.java,missingSignature,main:String[]->void,greeting.cls:[@GreetingMain]
0,Thu Jan 13 20:23:32 EST 2022,true,greeting\cls.java,missingMethodCall,java.io.PrintStream!println:*->.*,Method:main:String[]->void,greeting.cls:[@GreetingMain]
1,Thu Jan 13 20:26:21 EST 2022,true,greeting\RunS22A0Tests.java,classDefined,No Expected Tag
1,Thu Jan 13 20:26:21 EST 2022,true,greeting\GreetingClassRegistry.java,classDefined,No Expected Tag
1,Thu Jan 13 20:26:25 EST 2022,true,greeting\cls.java,variables,Variables:[]
1,Thu Jan 13 20:26:25 EST 2022,true,greeting\cls.java,accessModifiersUsed,Access Modifiers Used: []
1,Thu Jan 13 20:26:25 EST 2022,true,greeting\cls.java,methods,NonGetterFunctions:[]NonSetterProcedures:[]Getters:[]Setters:[]
1,Thu Jan 13 20:26:25 EST 2022,true,greeting\cls.java,properties,Properties:[]
1,Thu Jan 13 20:26:25 EST 2022,true,greeting\cls.java,aggregateStatistics, Is Abstract:false Number of Abstract Methods:0 Is Generic:false Number of Generic Methods:0 Number of Asserts:0 Number of Ternary Conditionals:0 Number of Methods:0 Number of Functions:0 Number of Non Getter Functions:0 Number of Getters and Setters:0 Number of Non Public Methods:0 Public Methods Fraction:NaN Protected Methods Fraction:NaN Package Access Methods Fraction:NaN Private  Methods Fraction:NaN Average Method Access:NaN Number of Variables:0 Public Variables Fraction:NaN Protected Variables Fraction:NaN Package Access Variables Fraction:NaN Private  Variable Fraction:NaN Average Variable Access:NaN Number of Properties:0 Public Properties Fraction:NaN Protected Properties Fraction:NaN Package Access Properties Fraction:NaN Private  Properties Fraction:NaN Editable Properties Fraction:NaN ReadOnly Access Properties Fraction:NaN WriteOnly  Properties Fraction:NaN Average Properties Access:NaN Average Local References per Constant:-1.0 Average Local References per Variable:-1.0 Average Local Assignments per Variable:-1.0
1,Thu Jan 13 20:26:25 EST 2022,true,greeting\cls.java,innerTypes,[]
1,Thu Jan 13 20:26:25 EST 2022,true,greeting\cls.java,superTypes,None
1,Thu Jan 13 20:26:25 EST 2022,true,greeting\cls.java,interfaces,[]
1,Thu Jan 13 20:26:25 EST 2022,true,greeting\cls.java,tags,None
1,Thu Jan 13 20:26:26 EST 2022,true,greeting\RunS22A0Tests.java,variables,Variables:[]
1,Thu Jan 13 20:26:26 EST 2022,true,greeting\RunS22A0Tests.java,accessModifiersUsed,Access Modifiers Used: [(greeting.RunS22A0Tests, public, private, 3, greeting.RunS22A0Tests, null )]
1,Thu Jan 13 20:26:26 EST 2022,true,greeting\RunS22A0Tests.java,methods,NonGetterFunctions:[]NonSetterProcedures:[static public  main:String[]->void]Getters:[]Setters:[]
1,Thu Jan 13 20:26:26 EST 2022,true,greeting\RunS22A0Tests.java,properties,Properties:[]
